Property Class Name,Period,Slice,As Of,Geography Name,Inventory SF,Market Asking Rent/SF,Net Absorption SF 12 Mo,Net Delivered SF 12 Mo,Vacancy Rate,Existing Buildings
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Century City,11118873,78.01,57189,-5969,15.6166091561317%,37
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Culver City,11237467,51.91,-121784,69218,26.2466430664063%,536
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Downtown Los Angeles (Cluster),70513658,35.79,-1210112,-1011046,22.4652349948883%,478
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Downtown Los Angeles,70513658,35.79,-1210112,-1011046,22.4652349948883%,478
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - East Hollywood/Silver Lake,5435101,40.28,10412,9857,4.84544821083546%,446
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - East LA County Outlying (Cluster),13354,28.06,-55,-4,0.381908053532243%,6
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - East LA County Outlying,13354,28.06,-55,-4,0.381908053532243%,6
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Eastern SFV,7027223,32.49,-24687,-3692,7.55188763141632%,542
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Eastern SGV,20178844,30.64,-193643,20670,6.37426972389221%,1295
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - El Segundo,19157364,46.94,-191848,-10305,17.4139559268951%,275
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Encino,5278905,34.58,110609,-2504,12.5624909996986%,88
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Glendale,14889280,38.82,383680,-25927,15.5199572443962%,870
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Hawthorne/Gardena,3041291,29.59,-35715,-1554,5.85856474936008%,284
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Hollywood,10044341,52.65,-248922,-6250,20.9097534418106%,409
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Inglewood/South LA,3965601,39.26,-33193,-2810,12.8766864538193%,414
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Koreatown,16828977,32.87,-145732,-235847,17.032253742218%,377
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - LAX,4514734,30.49,77187,-2587,33.7901413440704%,54
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Long Beach: Downtown,8781936,34.77,-171701,-12150,19.3539097905159%,268
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Long Beach: Suburban,10519196,32.92,-5719,-7610,10.7666216790676%,520
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Marina Del Rey/Venice,11449226,55,-8129,145169,26.5943646430969%,502
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Mid-Cities (Cluster),12052035,32.61,-11146,-5727,4.50182072818279%,1148
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Mid-Cities,12052035,32.61,-11146,-5727,4.50182072818279%,1148
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Mid-Wilshire (Cluster),49444797,44.06,-697751,-241173,17.2530084848404%,1850
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Miracle Mile,6205184,48.01,-256812,-2978,27.6772767305374%,117
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - NE LA County Outlying (Cluster),5706,35.39,-25,-2,0.40308446623385%,2
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - NE LA County Outlying,5706,35.39,-25,-2,0.40308446623385%,2
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - North Hollywood,3529726,35.79,-70543,-1764,17.1204224228859%,311
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - NW LA County Outlying (Cluster),8288,39.16,-35,-3,0.38610037881881%,3
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - NW LA County Outlying,8288,39.16,-35,-3,0.38610037881881%,3
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Olympic Corridor,5455396,51.36,-55596,-11780,23.3619332313538%,148
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Pacific Palisades/Malibu,693569,63.42,-223597,-215992,28.4120261669159%,49
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Park Mile,1936838,39.05,-59267,-1053,25.8647859096527%,99
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Pasadena,19708172,40.49,-42717,-51612,13.2166802883148%,943
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - San Fernando Valley (Cluster),52577292,34.43,-50227,-233984,14.0007376670837%,2306
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - San Gabriel Valley (Cluster),36560351,30.99,-208229,12874,6.63324892520905%,2414
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Santa Clarita Valley (Cluster),5637774,37.48,236424,-2714,12.6456648111343%,244
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Santa Clarita Valley,5637774,37.48,236424,-2714,12.6456648111343%,244
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Santa Monica,16876861,62.04,-34595,31275,20.3717321157455%,611
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Santa Monica Mountains,15422,45.72,-63,-6,0.369601859711111%,5
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Sherman Oaks,3692156,35.83,2866,-148401,13.7580588459969%,122
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - South Bay (Cluster),65283725,38.05,-522554,-44136,15.5357018113136%,2472
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Southeast Los Angeles (Cluster),10175178,31.58,815,-1892,5.53401634097099%,808
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Southeast Los Angeles,10175178,31.58,815,-1892,5.53401634097099%,808
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Studio/Universal Cities,4638684,42.1,-22762,-2211,8.9373841881752%,286
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Suburban (Location Type),95543587,33.28,-296653,-306677,9.34563502669334%,5569
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Tarzana,1904461,36.58,-47714,18089,13.8664424419403%,75
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Torrance,8792078,35.17,-179085,-4235,11.1869230866432%,456
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Urban (Location Type),269054375,44.36,-1373381,-308912,17.1150535345078%,11657
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - West Hollywood,8994356,56.15,2570,-4902,12.0339244604111%,402
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - West Los Angeles (Cluster),88410435,58.53,-247742,-4671,20.4719752073288%,3140
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - West Los Angeles,3141987,43.42,35066,-1839,19.9316546320915%,284
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Western SFV,9093776,32.09,103023,-83898,9.20389965176582%,463
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Western SGV,16381507,31.41,-14586,-7796,6.95226043462753%,1119
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Westwood,8779418,50.44,-95860,-4223,17.2728419303894%,186
Office,2025 Q3,All,2025 Q2,Los Angeles - CA USA - Woodland Hills/Warner Ctr,9778400,31.98,63204,-5935,22.5219160318375%,209
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Bullitt County (Cluster),614792,19.54,739,-78,0.151758641004562%,113
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Bullitt County,614792,19.54,739,-78,0.151758641004562%,113
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - CBD (Location Type),17694324,19.91,40767,176328,10.8040638267994%,277
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - E Outlying Jefferson Cnty (Cluster),373001,20.08,2787,-89,0.569435488432646%,36
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - E Outlying Jefferson Cnty,373001,20.08,2787,-89,0.569435488432646%,36
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Harrison County (Cluster),470213,19,-4315,-68,0.903633050620556%,59
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Harrison County,470213,19,-4315,-68,0.903633050620556%,59
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Henry County (Cluster),54505,18.79,-89,-7,0.15044491738081%,15
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Henry County,54505,18.79,-89,-7,0.15044491738081%,15
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Hurstbourne/Lyndon (Cluster),7953149,21.23,161573,46650,11.4208094775677%,335
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Hurstbourne/Lyndon,7953149,21.23,161564,46650,11.4209227263927%,335
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Louisville CBD (Cluster),17694324,19.91,40767,176328,10.8040638267994%,277
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Louisville CBD,17694324,19.91,40767,176328,10.8040638267994%,277
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - New Albany (Cluster),2114224,18.65,-22811,-314,2.67209149897099%,271
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - New Albany,2114224,18.65,-22811,-314,2.67209149897099%,271
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Old Louisville (Cluster),6029791,18.01,-411287,-454491,1.86963360756636%,527
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Old Louisville,6029791,18.01,-411291,-454491,1.86969991773367%,527
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Oldham County (Cluster),1682722,20.68,-5173,-288,1.04574607685208%,141
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Oldham County,1682722,20.68,-5188,-288,1.04663753882051%,141
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Outlying Clark County (Cluster),1249988,21.8,5115,-215,0.97544938325882%,93
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Outlying Clark County,1249988,21.8,5115,-215,0.97544938325882%,93
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Outlying Floyd County (Cluster),404259,18.38,755,-65,0.157324888277799%,54
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Outlying Floyd County,404259,18.38,755,-65,0.157324888277799%,54
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Plainview/Middletown (Cluster),2509640,19.4,63702,-463,10.74253693223%,146
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Plainview/Middletown,2509640,19.4,63702,-463,10.74253693223%,146
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Shelby County (Cluster),931181,18.45,-1617,-125,0.160226633306593%,133
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Shelby County,931181,18.45,-1617,-125,0.160226633306593%,133
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - South Central (Cluster),4435193,19.26,-218091,-761,10.6307439506054%,361
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - South Central,4435193,19.26,-218091,-761,10.6307439506054%,361
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - South Clark County (Cluster),3491768,19.2,17143,-575,1.39250373467803%,348
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - South Clark County,3491768,19.2,17143,-575,1.39250373467803%,348
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Southeast (Cluster),3865150,19.08,-96865,-3285,5.17348609864712%,271
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Southeast,3865150,19.08,-96867,-3285,5.17353788018227%,271
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Spencer County (Cluster),95703,18.59,948,-8,1.50883458554745%,23
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Spencer County,95703,18.59,948,-8,1.50883458554745%,23
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - St Matthews (Cluster),4403057,21.56,11519,3400,2.70225889980793%,341
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - St Matthews,4403057,21.56,11512,3400,2.70241796970367%,341
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Suburban (Location Type),38292893,20.28,-12404,-23959,5.84682896733284%,3028
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Urban (Location Type),6029791,18.01,-411291,-454491,1.86969991773367%,527
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - W Outlying Jefferson Cnty (Cluster),293708,19.26,759,-50,0.56348480284214%,46
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - W Outlying Jefferson Cnty,293708,19.26,759,-50,0.56348480284214%,46
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Washington County (Cluster),83488,19.02,-3117,-11,3.72029505670071%,24
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Washington County,83488,19.02,-3117,-11,3.72029505670071%,24
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Westport Rd/Brownsboro Rd (Cluster),3267152,22.39,74667,-67607,3.67007702589035%,218
Office,2025 Q3,All,2025 Q2,Louisville - KY USA - Westport Rd/Brownsboro Rd,3267152,22.39,74667,-67607,3.67007702589035%,218
Office,2025 Q3,All,2025 Q2,Lubbock - TX USA - CBD (Location Type),2171625,16.12,-30022,-191,4.06133644282818%,153
Office,2025 Q3,All,2025 Q2,Lubbock - TX USA - Crosby County (Cluster),102998,17.06,-226,-1,1.38352196663618%,41
Office,2025 Q3,All,2025 Q2,Lubbock - TX USA - Crosby County,102998,17.06,-226,-1,1.38352196663618%,41
Office,2025 Q3,All,2025 Q2,Lubbock - TX USA - Downtown Lubbock (Cluster),2171625,16.12,-30022,-191,4.06133644282818%,153
Office,2025 Q3,All,2025 Q2,Lubbock - TX USA - Downtown Lubbock,2171625,16.12,-30022,-191,4.06133644282818%,153
Office,2025 Q3,All,2025 Q2,Lubbock - TX USA - North Inner Loop (Cluster),1102811,20.12,2510,8264,3.14378440380096%,170
Office,2025 Q3,All,2025 Q2,Lubbock - TX USA - North Inner Loop,1102811,20.12,2510,8264,3.14378440380096%,170
Office,2025 Q3,All,2025 Q2,Lubbock - TX USA - North Outer Lubbock (Cluster),606723,18.53,-67395,11700,14.9684458971024%,60
Office,2025 Q3,All,2025 Q2,Lubbock - TX USA - North Outer Lubbock,606723,18.53,-67395,11700,14.9684458971024%,60
Office,2025 Q3,All,2025 Q2,Lubbock - TX USA - Outlying Lubbock County (Cluster),1729238,15.94,6997,16843,5.63652887940407%,353
Office,2025 Q3,All,2025 Q2,Lubbock - TX USA - Outlying Lubbock County,1729238,15.94,6997,16843,5.63652887940407%,353
Office,2025 Q3,All,2025 Q2,Lubbock - TX USA - South Outer Lubbock (Cluster),3765990,21.54,61674,30445,4.96161691844463%,435
Office,2025 Q3,All,2025 Q2,Lubbock - TX USA - South Outer Lubbock,3765990,21.54,61674,30445,4.96161691844463%,435
Office,2025 Q3,All,2025 Q2,Lubbock - TX USA - Southeast Inner Loop (Cluster),1896620,14.5,38093,-120130,2.75437366217375%,294
Office,2025 Q3,All,2025 Q2,Lubbock - TX USA - Southeast Inner Loop,1896620,14.5,38093,-120130,2.75437366217375%,294
Office,2025 Q3,All,2025 Q2,Lubbock - TX USA - Southwest Inner Loop (Cluster),2442304,20.5,-41029,-200,3.47487442195415%,211
Office,2025 Q3,All,2025 Q2,Lubbock - TX USA - Southwest Inner Loop,2442304,20.5,-41029,-200,3.47487442195415%,211
Office,2025 Q3,All,2025 Q2,Lubbock - TX USA - Suburban (Location Type),7307760,19.68,3560,67251,5.62737435102463%,1059
Office,2025 Q3,All,2025 Q2,Lubbock - TX USA - Urban (Location Type),4338924,17.88,-2936,-120330,3.15993092954159%,505
Office,2025 Q3,All,2025 Q2,Lynchburg - VA USA - Suburban (Location Type),2932345,16.76,8637,-501,5.94005808234215%,227
Office,2025 Q3,All,2025 Q2,Macon - GA USA - Bibb County (Cluster),7353100,18.38,85027,-10466,10.0982986390591%,702
Office,2025 Q3,All,2025 Q2,Macon - GA USA - CBD (Location Type),2403352,17.77,5721,-420,9.98800843954086%,165
Office,2025 Q3,All,2025 Q2,Macon - GA USA - Crawford County (Cluster),83971,19.69,-131,-14,0.139333819970489%,6
Office,2025 Q3,All,2025 Q2,Macon - GA USA - Crawford County,83971,19.69,-131,-14,0.139333819970489%,6
Office,2025 Q3,All,2025 Q2,Macon - GA USA - Downtown Macon,2403352,17.77,5721,-420,9.98800843954086%,165
Office,2025 Q3,All,2025 Q2,Macon - GA USA - Jones County,121789,18.37,-164,-12,3.90922017395496%,27
Office,2025 Q3,All,2025 Q2,Macon - GA USA - Monroe County,313252,18.41,-6307,-49,1.99871025979519%,52
Office,2025 Q3,All,2025 Q2,Macon - GA USA - North Macon (Cluster),435041,18.4,-6471,-61,2.53355428576469%,79
Office,2025 Q3,All,2025 Q2,Macon - GA USA - Outlying Bibb County,2418855,18.94,44434,-431,12.9588589072227%,192
Office,2025 Q3,All,2025 Q2,Macon - GA USA - Suburban (Location Type),5468760,18.67,72704,-10121,9.39207449555397%,622
Office,2025 Q3,All,2025 Q2,Macon - GA USA - Suburban Macon,2530893,18.43,34872,-9615,7.46910274028778%,345
Office,2025 Q3,All,2025 Q2,Madera - CA USA - Chowchilla,125011,24.38,7037,-6,0.174384657293558%,24
Office,2025 Q3,All,2025 Q2,Madera - CA USA - Downtown/E St District,263626,25.21,-462,-10,0.171455019153655%,40
Office,2025 Q3,All,2025 Q2,Madera - CA USA - Madera County (Cluster),1744851,24.82,2714,-83,1.74633823335171%,272
Office,2025 Q3,All,2025 Q2,Madera - CA USA - Outlying Madera County,489236,24.86,1878,-33,1.64051707834005%,67
Office,2025 Q3,All,2025 Q2,Madera - CA USA - Suburban (Location Type),1481225,24.76,3176,-73,2.02663335949183%,232
Office,2025 Q3,All,2025 Q2,Madera - CA USA - Suburban Madera,866978,24.75,-5739,-34,2.51159779727459%,141
Office,2025 Q3,All,2025 Q2,Madera - CA USA - Urban (Location Type),263626,25.21,-462,-10,0.171455019153655%,40
Office,2025 Q3,All,2025 Q2,Madison - WI USA - CBD (Location Type),8811128,25.6,-245886,-7322,9.02470126748085%,222
Office,2025 Q3,All,2025 Q2,Madison - WI USA - Central Campus,8811128,25.6,-245886,-7322,9.02470126748085%,222
Office,2025 Q3,All,2025 Q2,Madison - WI USA - Columbia County (Cluster),542650,17.67,-2120,-99,0.717773893848062%,97
Office,2025 Q3,All,2025 Q2,Madison - WI USA - Columbia County,542650,17.67,-2120,-99,0.717773893848062%,97
Office,2025 Q3,All,2025 Q2,Madison - WI USA - Dane County (Cluster),39269848,22.15,-343855,-8652,7.11741000413895%,1293
Office,2025 Q3,All,2025 Q2,Madison - WI USA - Iowa County (Cluster),532849,20.64,721,-122,0.0895187957212329%,38
Office,2025 Q3,All,2025 Q2,Madison - WI USA - Iowa County,532849,20.64,721,-122,0.0895187957212329%,38
Office,2025 Q3,All,2025 Q2,Madison - WI USA - Near West Madison,5541457,22.28,-107576,-1696,3.63696776330471%,173
Office,2025 Q3,All,2025 Q2,Madison - WI USA - Northeast Madison,7472808,19.8,85510,-1828,6.01910278201103%,219
Office,2025 Q3,All,2025 Q2,Madison - WI USA - Northwest Madison,6189031,22.53,2354,-1639,14.2792463302612%,140
Office,2025 Q3,All,2025 Q2,Madison - WI USA - Outlying Dane East,1796758,20.52,-12435,6286,1.35716665536165%,127
Office,2025 Q3,All,2025 Q2,Madison - WI USA - Outlying Dane West,2653595,22.22,3130,-655,0.167734711430967%,138
Office,2025 Q3,All,2025 Q2,Madison - WI USA - S Central Madison,2623790,20.83,16285,-635,3.51689718663692%,100
Office,2025 Q3,All,2025 Q2,Madison - WI USA - Southeast Madison,2299811,19.82,-59711,-641,7.54344612360001%,99
Office,2025 Q3,All,2025 Q2,Madison - WI USA - Southwest Madison,1881470,19.89,-25526,-522,9.04276967048645%,75
Office,2025 Q3,All,2025 Q2,Madison - WI USA - Suburban (Location Type),31534219,21.09,-99368,-1551,6.35560378432274%,1206
Office,2025 Q3,All,2025 Q2,Manchester - NH USA - Hillsborough,19853492,20.19,-34703,-41203,5.89628778398037%,1128
Office,2025 Q3,All,2025 Q2,Manchester - NH USA - Suburban (Location Type),19857083,20.19,-34707,-41203,5.89524134993553%,1129
Office,2025 Q3,All,2025 Q2,Mansfield - OH USA - Richland County (Cluster),3625131,16.38,-143697,-725,6.18281103670597%,441
Office,2025 Q3,All,2025 Q2,Mansfield - OH USA - Richland County,3625131,16.38,-143697,-725,6.18281103670597%,441
Office,2025 Q3,All,2025 Q2,Mansfield - OH USA - Suburban (Location Type),3625131,16.38,-143697,-725,6.18281103670597%,441
Office,2025 Q3,All,2025 Q2,McAllen - TX USA - CBD (Location Type),514504,25.21,3770,-42,5.53951002657413%,45
Office,2025 Q3,All,2025 Q2,McAllen - TX USA - Downtown McAllen (Cluster),514504,25.21,3770,-42,5.53951002657413%,45
Office,2025 Q3,All,2025 Q2,McAllen - TX USA - Downtown McAllen,514504,25.21,3770,-42,5.53951002657413%,45
Office,2025 Q3,All,2025 Q2,McAllen - TX USA - Edinburg (Cluster),2604013,23.61,9571,36229,2.3044815286994%,227
Office,2025 Q3,All,2025 Q2,McAllen - TX USA - Edinburg,2604013,23.61,9571,36229,2.3044815286994%,227
Office,2025 Q3,All,2025 Q2,McAllen - TX USA - Greater McAllen (Cluster),6703892,24.14,13434,4505,3.19905206561089%,523
Office,2025 Q3,All,2025 Q2,McAllen - TX USA - Greater McAllen,6703892,24.14,13434,4505,3.19905206561089%,523
Office,2025 Q3,All,2025 Q2,McAllen - TX USA - Outlying Hidalgo County (Cluster),3144219,23.79,-24217,-254,2.45269183069468%,386
Office,2025 Q3,All,2025 Q2,McAllen - TX USA - Outlying Hidalgo County,3144219,23.79,-24217,-254,2.45269183069468%,386
Office,2025 Q3,All,2025 Q2,McAllen - TX USA - Pharr (Cluster),1285159,20.35,40535,-118,4.14470098912716%,113
Office,2025 Q3,All,2025 Q2,McAllen - TX USA - Pharr,1285159,20.35,40535,-118,4.14470098912716%,113
Office,2025 Q3,All,2025 Q2,McAllen - TX USA - Suburban (Location Type),13737283,23.6,39323,40362,2.94711850583553%,1249
Office,2025 Q3,All,2025 Q2,Medford - OR USA - Suburban (Location Type),1037480,21.73,-81310,-78,13.187338411808%,86
Office,2025 Q3,All,2025 Q2,Melbourne - FL USA - Brevard County (Cluster),18107708,22.77,86715,79834,6.08559623360634%,1873
Office,2025 Q3,All,2025 Q2,Melbourne - FL USA - Brevard County,18107708,22.77,86715,79834,6.08559623360634%,1873
Office,2025 Q3,All,2025 Q2,Melbourne - FL USA - Suburban (Location Type),18107708,22.77,86715,79834,6.08559623360634%,1873
Office,2025 Q3,All,2025 Q2,Memphis - TN USA - 385 Corridor (Cluster),8525938,22.34,-37595,3626,9.58203077316284%,377
Office,2025 Q3,All,2025 Q2,Memphis - TN USA - 385 Corridor,8525938,22.34,-37595,3626,9.58203077316284%,377
